Orthogroup	Amel_filteredTranscripts	Apisu_filteredTranscripts	Brsri_filteredTranscripts	Csecu_filteredTranscripts	Dmela_filteredTranscripts	Samer_filteredTranscripts	Scanc_filteredTranscripts	Sgreg_filteredTranscripts	Sinvi_filteredTranscripts	Snite_filteredTranscripts	Spice_filteredTranscripts	Sscub_filteredTranscripts	Total
OG0011596	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011597	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011598	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011599	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011600	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011601	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011602	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011603	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011604	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011605	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011606	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011607	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011608	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011609	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011610	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011611	0	0	0	0	0	1	0	2	0	3	0	0	6
OG0011612	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011613	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011614	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011615	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011616	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011617	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011618	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011619	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011620	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011621	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011622	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011623	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011624	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011625	0	0	0	0	0	2	0	1	0	1	1	1	6
OG0011626	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011627	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011628	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011629	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011630	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011631	0	0	0	0	0	1	2	0	0	1	1	1	6
OG0011632	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011633	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011634	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011635	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011636	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011637	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011638	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011639	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011640	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011641	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011642	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011643	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011644	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011645	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011646	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011647	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011648	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011649	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011650	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011651	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011652	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011653	0	0	0	0	0	2	0	2	0	0	1	1	6
OG0011654	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011655	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011656	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011657	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011658	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011659	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011660	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011661	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011662	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011663	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011664	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011665	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011666	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011667	0	0	0	0	0	1	1	2	0	1	0	1	6
OG0011668	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011669	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011670	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011671	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011672	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011673	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011674	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011675	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011676	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011677	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011678	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011679	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011680	0	0	0	0	0	3	0	1	0	1	0	1	6
OG0011681	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011682	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011683	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011684	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011685	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011686	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011687	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011688	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011689	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011690	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011691	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011692	0	0	0	0	0	1	0	2	0	1	1	1	6
OG0011693	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011694	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011695	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011696	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011697	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011698	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011699	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011700	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011701	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011702	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011703	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011704	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011705	0	0	0	0	0	1	1	2	0	1	0	1	6
OG0011706	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011707	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011708	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011709	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011710	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011711	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011712	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011713	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011714	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011715	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011716	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011717	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011718	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011719	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011720	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011721	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011722	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011723	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011724	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011725	0	0	0	0	0	1	1	1	0	0	1	2	6
OG0011726	0	0	0	0	0	1	0	1	0	1	2	1	6
OG0011727	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011728	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011729	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011730	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011731	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011732	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011733	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011734	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011735	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011736	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011737	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011738	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011739	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011740	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011741	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011742	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011743	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011744	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011745	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011746	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011747	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011748	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011749	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011750	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011751	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011752	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011753	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011754	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011755	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011756	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011757	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011758	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011759	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011760	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011761	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011762	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011763	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011764	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011765	0	0	0	0	0	1	1	1	0	1	0	2	6
OG0011766	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011767	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011768	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011769	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011770	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011771	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011772	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011773	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011774	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011775	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011776	0	0	0	0	0	1	0	1	1	1	1	1	6
OG0011777	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011778	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011779	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011780	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011781	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011782	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011783	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011784	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011785	0	0	0	0	0	1	1	3	0	1	0	0	6
OG0011786	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011787	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011788	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011789	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011790	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011791	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011792	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011793	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011794	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011795	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011796	0	0	0	0	0	1	2	1	0	0	1	1	6
OG0011797	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011798	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011799	0	0	0	0	0	1	1	0	0	2	1	1	6
OG0011800	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011801	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011802	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011803	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011804	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011805	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011806	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011807	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011808	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011809	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011810	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011811	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011812	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011813	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011814	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011815	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011816	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011817	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011818	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011819	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011820	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011821	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011822	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011823	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011824	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011825	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011826	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011827	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011828	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011829	0	0	0	0	0	2	0	1	0	1	1	1	6
OG0011830	0	0	0	0	0	1	0	1	0	2	1	1	6
OG0011831	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011832	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011833	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011834	0	0	0	0	0	2	0	1	0	1	1	1	6
OG0011835	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011836	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011837	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011838	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011839	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011840	0	0	0	0	0	1	1	0	0	1	2	1	6
OG0011841	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011842	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011843	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011844	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011845	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011846	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011847	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011848	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011849	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011850	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011851	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011852	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011853	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011854	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011855	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011856	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011857	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011858	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011859	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011860	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011861	0	0	0	0	0	1	2	0	0	1	0	2	6
OG0011862	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011863	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011864	0	0	0	0	0	1	1	2	0	0	1	1	6
OG0011865	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011866	0	0	0	0	0	2	2	0	0	0	2	0	6
OG0011867	0	0	0	0	0	1	0	2	0	1	1	1	6
OG0011868	0	0	0	0	0	1	1	2	0	0	1	1	6
OG0011869	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011870	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011871	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011872	0	0	0	0	0	1	2	1	0	1	0	1	6
OG0011873	0	0	0	0	0	2	1	0	0	0	2	1	6
OG0011874	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011875	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011876	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011877	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011878	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011879	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011880	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011881	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011882	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011883	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011884	0	0	0	0	0	2	1	0	0	0	3	0	6
OG0011885	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011886	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011887	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011888	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011889	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011890	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011891	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011892	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011893	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011894	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011895	0	0	0	0	0	1	1	2	0	1	1	0	6
OG0011896	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011897	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011898	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011899	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011900	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011901	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011902	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011903	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011904	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011905	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011906	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011907	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011908	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011909	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011910	0	0	0	0	0	2	0	0	0	0	1	3	6
OG0011911	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011912	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011913	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011914	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011915	0	0	0	0	0	1	1	0	0	1	2	1	6
OG0011916	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011917	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011918	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011919	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011920	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011921	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011922	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011923	0	0	0	0	0	3	1	0	0	0	1	1	6
OG0011924	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011925	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011926	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011927	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011928	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011929	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011930	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011931	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011932	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011933	0	0	0	0	0	1	2	1	0	1	0	1	6
OG0011934	0	0	0	0	0	1	0	1	0	2	1	1	6
OG0011935	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011936	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011937	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011938	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011939	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011940	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011941	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011942	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011943	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011944	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011945	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011946	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011947	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011948	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011949	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011950	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011951	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011952	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011953	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011954	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011955	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011956	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011957	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011958	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011959	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011960	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011961	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011962	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011963	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011964	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011965	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011966	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011967	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011968	0	0	0	0	0	1	2	1	0	1	1	0	6
OG0011969	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011970	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011971	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011972	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011973	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011974	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011975	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011976	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011977	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011978	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011979	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011980	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011981	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011982	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011983	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011984	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011985	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011986	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011987	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011988	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011989	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011990	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011991	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011992	0	0	0	0	0	1	1	0	0	1	1	2	6
OG0011993	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011994	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011995	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011996	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011997	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011998	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0011999	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0012000	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0012001	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0012002	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0012003	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0012004	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0012005	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0012006	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0012007	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0012008	0	0	0	0	0	1	1	1	0	1	0	2	6
OG0012009	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0012010	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0012011	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0012012	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0012013	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0012014	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0012015	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0012016	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0012017	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0012018	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0012019	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0012020	0	0	0	0	0	1	0	1	0	2	1	1	6
OG0012021	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0012022	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0012023	0	0	0	0	0	1	1	2	0	1	0	1	6
OG0012024	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0012025	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0012026	0	0	0	0	0	1	1	1	0	1	1	1	6
OG0012027	0	0	0	0	0	1	1	1	0	1	1	1	6
